Категория;URL товара;Бренд;Путь;Фото основные;Фото дополнительные;Применение HTML;Номер заказа;Исполнение;Цвет основы;A;A1;A2;A3;A4;F1 макс., кг;F2 макс., кг;Наличие, шт;Цена, руб. с НДС;Мат. основы;Пов. основы;Материал комп.;B;B2;D1;D2;D3;H;H1;Угол поворота;Допустимая нагрузка макс., кг;H2;L1;L2;L3;T;Допустимая нагрузка макс., кг (для двух петель);G1;G2;D;L4;M;R;W;L;B1;B3;B4;S;H3;Материал;Поверхность;Подходящий крепежный болт;W1;W2;L5;W3;W4;Количество крепежных отверстий;A5;Количество крепежных болтов;Подходит для паза с номинальным размером;Форма;F1, кг;F2, кг;Крут. момент макс., Нм;Допустимая нагрузка, кг;A6;B5;Описание
A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/catalog/petli_nakladnye/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Петли > Петли накладные и врезные > A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/upload/iblock/a70/tnzy12k2fxc3v9wtv1ul7st7wjldh0o0/a00070_petli_sharnirnye.png, https://alterv.ru/upload/iblock/ec8/a9wdno1wzm6s2d1nfgxopat59mb3u162/a00070_petli_standard.png, https://alterv.ru/upload/iblock/86b/w1z5yymir2ri998g680c3yaiumjubu95/a00070_petli_udlinennye.png, https://alterv.ru/upload/iblock/841/7c3qfia4hwk7nbueb52fk3f4bs9u1gg9/a00070_petli_speredi.png, https://alterv.ru/upload/iblock/3f2/iwh033r0e7kzareuyc2psbhdsms79q5o/a00070_petli_snizu.png;https://alterv.ru/upload/iblock/c15/ex6rlw1v6o2d8l79uzizzffdo8lm3lgq/a00070_petli_sharnirnye_chertezh.png, https://alterv.ru/upload/iblock/902/2iy3q3kkw84e9236lb948tzb1q13wl3e/a00070_petli_standatnye_chertezh.png, https://alterv.ru/upload/iblock/bcb/b5c943eg7tu9englqsq8erli9kewj9i4/a00070_udlinennaya_carta_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul>";A00070.1251515;Стандартное;Черный;52;15;15;26;26;63,73;43,34;308;346,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_1.png"" style=""width: 771px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_2.png"" style=""width: 826px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul></span>"
A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/catalog/petli_nakladnye/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Петли > Петли накладные и врезные > A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/upload/iblock/a70/tnzy12k2fxc3v9wtv1ul7st7wjldh0o0/a00070_petli_sharnirnye.png, https://alterv.ru/upload/iblock/ec8/a9wdno1wzm6s2d1nfgxopat59mb3u162/a00070_petli_standard.png, https://alterv.ru/upload/iblock/86b/w1z5yymir2ri998g680c3yaiumjubu95/a00070_petli_udlinennye.png, https://alterv.ru/upload/iblock/841/7c3qfia4hwk7nbueb52fk3f4bs9u1gg9/a00070_petli_speredi.png, https://alterv.ru/upload/iblock/3f2/iwh033r0e7kzareuyc2psbhdsms79q5o/a00070_petli_snizu.png;https://alterv.ru/upload/iblock/c15/ex6rlw1v6o2d8l79uzizzffdo8lm3lgq/a00070_petli_sharnirnye_chertezh.png, https://alterv.ru/upload/iblock/902/2iy3q3kkw84e9236lb948tzb1q13wl3e/a00070_petli_standatnye_chertezh.png, https://alterv.ru/upload/iblock/bcb/b5c943eg7tu9englqsq8erli9kewj9i4/a00070_udlinennaya_carta_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul>";A00070.1301818;Стандартное;Черный;59;17,5;17,5;29,5;29,5;71,38;40,79;392;376,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_1.png"" style=""width: 771px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_2.png"" style=""width: 826px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul></span>"
A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/catalog/petli_nakladnye/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Петли > Петли накладные и врезные > A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/upload/iblock/a70/tnzy12k2fxc3v9wtv1ul7st7wjldh0o0/a00070_petli_sharnirnye.png, https://alterv.ru/upload/iblock/ec8/a9wdno1wzm6s2d1nfgxopat59mb3u162/a00070_petli_standard.png, https://alterv.ru/upload/iblock/86b/w1z5yymir2ri998g680c3yaiumjubu95/a00070_petli_udlinennye.png, https://alterv.ru/upload/iblock/841/7c3qfia4hwk7nbueb52fk3f4bs9u1gg9/a00070_petli_speredi.png, https://alterv.ru/upload/iblock/3f2/iwh033r0e7kzareuyc2psbhdsms79q5o/a00070_petli_snizu.png;https://alterv.ru/upload/iblock/c15/ex6rlw1v6o2d8l79uzizzffdo8lm3lgq/a00070_petli_sharnirnye_chertezh.png, https://alterv.ru/upload/iblock/902/2iy3q3kkw84e9236lb948tzb1q13wl3e/a00070_petli_standatnye_chertezh.png, https://alterv.ru/upload/iblock/bcb/b5c943eg7tu9englqsq8erli9kewj9i4/a00070_udlinennaya_carta_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul>";A00070.1352020;Стандартное;Черный;71;20;20;35,5;35,5;71,38;40,79;421;406,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_1.png"" style=""width: 771px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_2.png"" style=""width: 826px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul></span>"
A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/catalog/petli_nakladnye/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Петли > Петли накладные и врезные > A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/upload/iblock/a70/tnzy12k2fxc3v9wtv1ul7st7wjldh0o0/a00070_petli_sharnirnye.png, https://alterv.ru/upload/iblock/ec8/a9wdno1wzm6s2d1nfgxopat59mb3u162/a00070_petli_standard.png, https://alterv.ru/upload/iblock/86b/w1z5yymir2ri998g680c3yaiumjubu95/a00070_petli_udlinennye.png, https://alterv.ru/upload/iblock/841/7c3qfia4hwk7nbueb52fk3f4bs9u1gg9/a00070_petli_speredi.png, https://alterv.ru/upload/iblock/3f2/iwh033r0e7kzareuyc2psbhdsms79q5o/a00070_petli_snizu.png;https://alterv.ru/upload/iblock/c15/ex6rlw1v6o2d8l79uzizzffdo8lm3lgq/a00070_petli_sharnirnye_chertezh.png, https://alterv.ru/upload/iblock/902/2iy3q3kkw84e9236lb948tzb1q13wl3e/a00070_petli_standatnye_chertezh.png, https://alterv.ru/upload/iblock/bcb/b5c943eg7tu9englqsq8erli9kewj9i4/a00070_udlinennaya_carta_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul>";A00070.1452525;Стандартное;Черный;87;25;25;43,5;43,5;76,48;45,89;418;525,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_1.png"" style=""width: 771px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_2.png"" style=""width: 826px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul></span>"
A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/catalog/petli_nakladnye/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Петли > Петли накладные и врезные > A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/upload/iblock/a70/tnzy12k2fxc3v9wtv1ul7st7wjldh0o0/a00070_petli_sharnirnye.png, https://alterv.ru/upload/iblock/ec8/a9wdno1wzm6s2d1nfgxopat59mb3u162/a00070_petli_standard.png, https://alterv.ru/upload/iblock/86b/w1z5yymir2ri998g680c3yaiumjubu95/a00070_petli_udlinennye.png, https://alterv.ru/upload/iblock/841/7c3qfia4hwk7nbueb52fk3f4bs9u1gg9/a00070_petli_speredi.png, https://alterv.ru/upload/iblock/3f2/iwh033r0e7kzareuyc2psbhdsms79q5o/a00070_petli_snizu.png;https://alterv.ru/upload/iblock/c15/ex6rlw1v6o2d8l79uzizzffdo8lm3lgq/a00070_petli_sharnirnye_chertezh.png, https://alterv.ru/upload/iblock/902/2iy3q3kkw84e9236lb948tzb1q13wl3e/a00070_petli_standatnye_chertezh.png, https://alterv.ru/upload/iblock/bcb/b5c943eg7tu9englqsq8erli9kewj9i4/a00070_udlinennaya_carta_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul>";A00070.1502828;Стандартное;Черный;97;27,5;27,5;48,5;48,5;81,58;43,34;391;614,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_1.png"" style=""width: 771px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_2.png"" style=""width: 826px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul></span>"
A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/catalog/petli_nakladnye/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Петли > Петли накладные и врезные > A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/upload/iblock/a70/tnzy12k2fxc3v9wtv1ul7st7wjldh0o0/a00070_petli_sharnirnye.png, https://alterv.ru/upload/iblock/ec8/a9wdno1wzm6s2d1nfgxopat59mb3u162/a00070_petli_standard.png, https://alterv.ru/upload/iblock/86b/w1z5yymir2ri998g680c3yaiumjubu95/a00070_petli_udlinennye.png, https://alterv.ru/upload/iblock/841/7c3qfia4hwk7nbueb52fk3f4bs9u1gg9/a00070_petli_speredi.png, https://alterv.ru/upload/iblock/3f2/iwh033r0e7kzareuyc2psbhdsms79q5o/a00070_petli_snizu.png;https://alterv.ru/upload/iblock/c15/ex6rlw1v6o2d8l79uzizzffdo8lm3lgq/a00070_petli_sharnirnye_chertezh.png, https://alterv.ru/upload/iblock/902/2iy3q3kkw84e9236lb948tzb1q13wl3e/a00070_petli_standatnye_chertezh.png, https://alterv.ru/upload/iblock/bcb/b5c943eg7tu9englqsq8erli9kewj9i4/a00070_udlinennaya_carta_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul>";A00070.1603333;Стандартное;Черный;115;32,5;32,5;57,5;57,5;86,68;17,85;617;645,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_1.png"" style=""width: 771px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_2.png"" style=""width: 826px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul></span>"
A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/catalog/petli_nakladnye/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Петли > Петли накладные и врезные > A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/upload/iblock/a70/tnzy12k2fxc3v9wtv1ul7st7wjldh0o0/a00070_petli_sharnirnye.png, https://alterv.ru/upload/iblock/ec8/a9wdno1wzm6s2d1nfgxopat59mb3u162/a00070_petli_standard.png, https://alterv.ru/upload/iblock/86b/w1z5yymir2ri998g680c3yaiumjubu95/a00070_petli_udlinennye.png, https://alterv.ru/upload/iblock/841/7c3qfia4hwk7nbueb52fk3f4bs9u1gg9/a00070_petli_speredi.png, https://alterv.ru/upload/iblock/3f2/iwh033r0e7kzareuyc2psbhdsms79q5o/a00070_petli_snizu.png;https://alterv.ru/upload/iblock/c15/ex6rlw1v6o2d8l79uzizzffdo8lm3lgq/a00070_petli_sharnirnye_chertezh.png, https://alterv.ru/upload/iblock/902/2iy3q3kkw84e9236lb948tzb1q13wl3e/a00070_petli_standatnye_chertezh.png, https://alterv.ru/upload/iblock/bcb/b5c943eg7tu9englqsq8erli9kewj9i4/a00070_udlinennaya_carta_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul>";A00070.2251515;Стандартное;Серый;52;15;15;26;26;63,73;43,34;109;381,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_1.png"" style=""width: 771px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_2.png"" style=""width: 826px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul></span>"
A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/catalog/petli_nakladnye/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Петли > Петли накладные и врезные > A00070 Петли шарнирные накладные из пластика универсальные;https://alterv.ru/upload/iblock/a70/tnzy12k2fxc3v9wtv1ul7st7wjldh0o0/a00070_petli_sharnirnye.png, https://alterv.ru/upload/iblock/ec8/a9wdno1wzm6s2d1nfgxopat59mb3u162/a00070_petli_standard.png, https://alterv.ru/upload/iblock/86b/w1z5yymir2ri998g680c3yaiumjubu95/a00070_petli_udlinennye.png, https://alterv.ru/upload/iblock/841/7c3qfia4hwk7nbueb52fk3f4bs9u1gg9/a00070_petli_speredi.png, https://alterv.ru/upload/iblock/3f2/iwh033r0e7kzareuyc2psbhdsms79q5o/a00070_petli_snizu.png;https://alterv.ru/upload/iblock/c15/ex6rlw1v6o2d8l79uzizzffdo8lm3lgq/a00070_petli_sharnirnye_chertezh.png, https://alterv.ru/upload/iblock/902/2iy3q3kkw84e9236lb948tzb1q13wl3e/a00070_petli_standatnye_chertezh.png, https://alterv.ru/upload/iblock/bcb/b5c943eg7tu9englqsq8erli9kewj9i4/a00070_udlinennaya_carta_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul>";A00070.2301818;Стандартное;Серый;59;17,5;17,5;29,5;29,5;71,38;40,79;153;413,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_1.png"" style=""width: 771px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00070_petli_sharnirnye_nakladnye_iz_plastika_universalnye_table_2.png"" style=""width: 826px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Петли из полиамида.</li>
	<li>Ось из стали 35.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Полиамид черного цвета.</li>
	<li>Сталь оцинкованная Ц09.</li>
</ul>
 <b>Типы петель (на выбор):</b>
<ul>
	<li>Стандартные.</li>
	<li>С удлиненной картой.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Петли могут применяться как справа, так и слева.</li>
	<li>Данные петли хорошо подходят для промышленного оборудования.</li>
</ul></span>"
