Категория;URL товара;Бренд;Путь;Фото основные;Фото дополнительные;Применение HTML;Номер заказа;Исполнение;Мат. основы;Пов. основы;D;D1;D2;L;L1;L2;Наличие, шт;Цена, руб. с НДС;Материал;D3;SW;D4;Цвет основы;Материал комп.;H;Угол пов. рукоят.;H1;A;H2;H3;H5;H4;Цвет;T;Установочный винт;Поверхность комп.;S;D6;L3;L4;D9;L7;Форма;Ø фасонной ручки;Тип;D7;Размер;A1;Описание
A00090 Рукоятки переключения с ручкой из пластика и наружной резьбой;https://alterv.ru/catalog/rukoyatki_pereklyucheniya/a00090_rukoyatki_pereklyucheniya_s_ruchkoy_iz_plastika_i_naruzhnoy_rezboy/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Рукоятки > Рукоятки переключения > A00090 Рукоятки переключения с ручкой из пластика и наружной резьбой;https://alterv.ru/upload/iblock/511/k5717k1hbdxsa5cjw6kv63oj3492xxkm/a00090_rukoyatki_pereklyucheniya.png, https://alterv.ru/upload/iblock/9ff/227ad2to80on4l888mpc1bh4u4nhc8ki/a00090_rukoyatki_kruglaya.png, https://alterv.ru/upload/iblock/aa7/hf2bjz1r2s2i4k70yxuk1ii6c84w77f4/a00090_korotkaya_konusnaya.png, https://alterv.ru/upload/iblock/fdb/hiowlwb25cxii1hqech0lg11g83mimii/a00090_dlinnaya_konusnaya.png, https://alterv.ru/upload/iblock/8af/9zebngmt9gis8w5yujwzyim6byih66e5/a00090_rukoyatki_ovalnaya.png;https://alterv.ru/upload/iblock/5f8/v8fq35kec5vm7yhubt7iygrsnsjypxcq/a00090_rukoyatki_chertezh.png, https://alterv.ru/upload/iblock/38f/8rjpvg1uh5qyppv6vxumyrqwqp7z977h/a00090_rukoyatki_kruglaya_chertezh.png, https://alterv.ru/upload/iblock/3b0/a62kgsrzn1his184pe64k5trig8eig1m/a00090_korotkaya_konusnaya_chertezh.png, https://alterv.ru/upload/iblock/8e5/vfr7i41xzq12ni3gdcnrxb95yvn0bme1/a00090_dlynnaya_konusnaya_chertezh.png, https://alterv.ru/upload/iblock/d41/5vuu567kldmcw15ou6sjymf1efia88p4/a00090_rukoyatki_ovalnaya_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<b>С круглой ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные рукоятки хорошо подходят для токарных станков (в том числе и по дереву).</li>
</ul>";A00090.1106035;С круглой ручкой;Нерж. сталь;Без покрытия;8;M6;20;35;9;19;Под заказ;451,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_1.png"" style=""width: 722px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_2.png"" style=""width: 788px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_3.png"" style=""width: 786px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_4.png"" style=""width: 734px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы и исполнение (на выбор):</span></h2>
<b>С круглой ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Данные рукоятки хорошо подходят для токарных станков (в том числе и по дереву).</li>
</ul></span>"
A00090 Рукоятки переключения с ручкой из пластика и наружной резьбой;https://alterv.ru/catalog/rukoyatki_pereklyucheniya/a00090_rukoyatki_pereklyucheniya_s_ruchkoy_iz_plastika_i_naruzhnoy_rezboy/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Рукоятки > Рукоятки переключения > A00090 Рукоятки переключения с ручкой из пластика и наружной резьбой;https://alterv.ru/upload/iblock/511/k5717k1hbdxsa5cjw6kv63oj3492xxkm/a00090_rukoyatki_pereklyucheniya.png, https://alterv.ru/upload/iblock/9ff/227ad2to80on4l888mpc1bh4u4nhc8ki/a00090_rukoyatki_kruglaya.png, https://alterv.ru/upload/iblock/aa7/hf2bjz1r2s2i4k70yxuk1ii6c84w77f4/a00090_korotkaya_konusnaya.png, https://alterv.ru/upload/iblock/fdb/hiowlwb25cxii1hqech0lg11g83mimii/a00090_dlinnaya_konusnaya.png, https://alterv.ru/upload/iblock/8af/9zebngmt9gis8w5yujwzyim6byih66e5/a00090_rukoyatki_ovalnaya.png;https://alterv.ru/upload/iblock/5f8/v8fq35kec5vm7yhubt7iygrsnsjypxcq/a00090_rukoyatki_chertezh.png, https://alterv.ru/upload/iblock/38f/8rjpvg1uh5qyppv6vxumyrqwqp7z977h/a00090_rukoyatki_kruglaya_chertezh.png, https://alterv.ru/upload/iblock/3b0/a62kgsrzn1his184pe64k5trig8eig1m/a00090_korotkaya_konusnaya_chertezh.png, https://alterv.ru/upload/iblock/8e5/vfr7i41xzq12ni3gdcnrxb95yvn0bme1/a00090_dlynnaya_konusnaya_chertezh.png, https://alterv.ru/upload/iblock/d41/5vuu567kldmcw15ou6sjymf1efia88p4/a00090_rukoyatki_ovalnaya_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<b>С круглой ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные рукоятки хорошо подходят для токарных станков (в том числе и по дереву).</li>
</ul>";A00090.1106050;С круглой ручкой;Нерж. сталь;Без покрытия;8;M6;20;50;9;19;Под заказ;469,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_1.png"" style=""width: 722px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_2.png"" style=""width: 788px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_3.png"" style=""width: 786px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_4.png"" style=""width: 734px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы и исполнение (на выбор):</span></h2>
<b>С круглой ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Данные рукоятки хорошо подходят для токарных станков (в том числе и по дереву).</li>
</ul></span>"
A00090 Рукоятки переключения с ручкой из пластика и наружной резьбой;https://alterv.ru/catalog/rukoyatki_pereklyucheniya/a00090_rukoyatki_pereklyucheniya_s_ruchkoy_iz_plastika_i_naruzhnoy_rezboy/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Рукоятки > Рукоятки переключения > A00090 Рукоятки переключения с ручкой из пластика и наружной резьбой;https://alterv.ru/upload/iblock/511/k5717k1hbdxsa5cjw6kv63oj3492xxkm/a00090_rukoyatki_pereklyucheniya.png, https://alterv.ru/upload/iblock/9ff/227ad2to80on4l888mpc1bh4u4nhc8ki/a00090_rukoyatki_kruglaya.png, https://alterv.ru/upload/iblock/aa7/hf2bjz1r2s2i4k70yxuk1ii6c84w77f4/a00090_korotkaya_konusnaya.png, https://alterv.ru/upload/iblock/fdb/hiowlwb25cxii1hqech0lg11g83mimii/a00090_dlinnaya_konusnaya.png, https://alterv.ru/upload/iblock/8af/9zebngmt9gis8w5yujwzyim6byih66e5/a00090_rukoyatki_ovalnaya.png;https://alterv.ru/upload/iblock/5f8/v8fq35kec5vm7yhubt7iygrsnsjypxcq/a00090_rukoyatki_chertezh.png, https://alterv.ru/upload/iblock/38f/8rjpvg1uh5qyppv6vxumyrqwqp7z977h/a00090_rukoyatki_kruglaya_chertezh.png, https://alterv.ru/upload/iblock/3b0/a62kgsrzn1his184pe64k5trig8eig1m/a00090_korotkaya_konusnaya_chertezh.png, https://alterv.ru/upload/iblock/8e5/vfr7i41xzq12ni3gdcnrxb95yvn0bme1/a00090_dlynnaya_konusnaya_chertezh.png, https://alterv.ru/upload/iblock/d41/5vuu567kldmcw15ou6sjymf1efia88p4/a00090_rukoyatki_ovalnaya_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<b>С круглой ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные рукоятки хорошо подходят для токарных станков (в том числе и по дереву).</li>
</ul>";A00090.1106065;С круглой ручкой;Нерж. сталь;Без покрытия;8;M6;20;65;9;19;Под заказ;495,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_1.png"" style=""width: 722px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_2.png"" style=""width: 788px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_3.png"" style=""width: 786px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00090_рукоятки_переключения_с_ручкой_из_пластика_и_наружной_table_4.png"" style=""width: 734px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материалы и исполнение (на выбор):</span></h2>
<b>С круглой ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С круглой ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С короткой конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С длинной конусной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и оцинкованным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 оцинкованное Ц09.</li>
	<li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и черненным основанием из стали:</b>
<ul>
	<li>Основание из стали 35 ГОСТ 1050-2013 черненное (с химическим оксидированием).
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<b>С овальной ручкой и основанием из нержавеющей стали:</b>
<ul>
	<li>Основание из нержавеющей стали 12Х18Н12Т ГОСТ 5632-2014 без покрытия.
	</li><li>Ручка из бакелита черного цвета.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Данные рукоятки хорошо подходят для токарных станков (в том числе и по дереву).</li>
</ul></span>"
