Категория;URL товара;Бренд;Путь;Фото основные;Фото дополнительные;Применение HTML;Номер заказа;Исполнение;Материал;Поверхность;D;D1;D3;D4;H;K;T;Наличие, шт;Цена, руб. с НДС;D5;E;L;Цвет основы;A;B;D6;H1;D8;Цвет;Мат. основы;Материал комп.;D2;H3;Цвет крышки;H2;Пов. основы;Поверхность комп.;M;Форма;Подходящий пружинный штифт ISO 2338;T1;H5;H6;H5 макс.;SW;T7;D6 примерно;H примерно;T мин.;Размер;Подходит для винта DIN 912 с резьбой;Подходит для болта DIN 931 с резьбой;L1;R;Описание
A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/catalog/gayki_s_nakatkoy/a00080_gayki_kruglye_s_nakatkoy_din_6303/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Ручки зажимные и приборные > Гайки с накаткой > A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/upload/iblock/05d/aboccyj508mc0k9o1f8eowxps7i87j3e/a00080_gayki_kruglye.png, https://alterv.ru/upload/iblock/cb2/paztzdli2dijl6f8moqn8ga8tk5xln38/a00080_gayki_bez_otverstiya.png, https://alterv.ru/upload/iblock/108/e569lvzj50mgf4my8j8h9jgkk1vabsdj/a00080_gayki_s_otv.png, https://alterv.ru/upload/iblock/938/5b2f2ajznppidb8z8oxgeu2cbk6pbm80/a00080_gayki_snizu.png, https://alterv.ru/upload/iblock/70e/b0njw1ywh0nc2zwvgzqzig8obs093xbf/a00080_gayki_sboku.png;https://alterv.ru/upload/iblock/8a7/7g1f9479cw4ltl3ny3p0jort1rdsswup/a00080_gayki_kruglye_chertezh.png, https://alterv.ru/upload/iblock/db0/ues7p0gavddtbderfn91uhx700ocanl2/a00080_bez_otverstya_chertezh.png, https://alterv.ru/upload/iblock/189/fscdit9s80ibqiyyfw4ljhihrlf4p01m/a00080_s_otverstyem_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul>";A00080.1050;Без отверстия под штифт;Сталь;Черненная;M5;20;14;15;12;8;7;159;236,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_1.png"" style=""width: 835px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_2.png"" style=""width: 838px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul></span>"
A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/catalog/gayki_s_nakatkoy/a00080_gayki_kruglye_s_nakatkoy_din_6303/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Ручки зажимные и приборные > Гайки с накаткой > A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/upload/iblock/05d/aboccyj508mc0k9o1f8eowxps7i87j3e/a00080_gayki_kruglye.png, https://alterv.ru/upload/iblock/cb2/paztzdli2dijl6f8moqn8ga8tk5xln38/a00080_gayki_bez_otverstiya.png, https://alterv.ru/upload/iblock/108/e569lvzj50mgf4my8j8h9jgkk1vabsdj/a00080_gayki_s_otv.png, https://alterv.ru/upload/iblock/938/5b2f2ajznppidb8z8oxgeu2cbk6pbm80/a00080_gayki_snizu.png, https://alterv.ru/upload/iblock/70e/b0njw1ywh0nc2zwvgzqzig8obs093xbf/a00080_gayki_sboku.png;https://alterv.ru/upload/iblock/8a7/7g1f9479cw4ltl3ny3p0jort1rdsswup/a00080_gayki_kruglye_chertezh.png, https://alterv.ru/upload/iblock/db0/ues7p0gavddtbderfn91uhx700ocanl2/a00080_bez_otverstya_chertezh.png, https://alterv.ru/upload/iblock/189/fscdit9s80ibqiyyfw4ljhihrlf4p01m/a00080_s_otverstyem_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul>";A00080.1060;Без отверстия под штифт;Сталь;Черненная;M6;24;16;18;14;10;8;151;279,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_1.png"" style=""width: 835px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_2.png"" style=""width: 838px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul></span>"
A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/catalog/gayki_s_nakatkoy/a00080_gayki_kruglye_s_nakatkoy_din_6303/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Ручки зажимные и приборные > Гайки с накаткой > A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/upload/iblock/05d/aboccyj508mc0k9o1f8eowxps7i87j3e/a00080_gayki_kruglye.png, https://alterv.ru/upload/iblock/cb2/paztzdli2dijl6f8moqn8ga8tk5xln38/a00080_gayki_bez_otverstiya.png, https://alterv.ru/upload/iblock/108/e569lvzj50mgf4my8j8h9jgkk1vabsdj/a00080_gayki_s_otv.png, https://alterv.ru/upload/iblock/938/5b2f2ajznppidb8z8oxgeu2cbk6pbm80/a00080_gayki_snizu.png, https://alterv.ru/upload/iblock/70e/b0njw1ywh0nc2zwvgzqzig8obs093xbf/a00080_gayki_sboku.png;https://alterv.ru/upload/iblock/8a7/7g1f9479cw4ltl3ny3p0jort1rdsswup/a00080_gayki_kruglye_chertezh.png, https://alterv.ru/upload/iblock/db0/ues7p0gavddtbderfn91uhx700ocanl2/a00080_bez_otverstya_chertezh.png, https://alterv.ru/upload/iblock/189/fscdit9s80ibqiyyfw4ljhihrlf4p01m/a00080_s_otverstyem_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul>";A00080.1080;Без отверстия под штифт;Сталь;Черненная;M8;30;20;24;17;12;10;246;427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_1.png"" style=""width: 835px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_2.png"" style=""width: 838px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul></span>"
A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/catalog/gayki_s_nakatkoy/a00080_gayki_kruglye_s_nakatkoy_din_6303/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Ручки зажимные и приборные > Гайки с накаткой > A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/upload/iblock/05d/aboccyj508mc0k9o1f8eowxps7i87j3e/a00080_gayki_kruglye.png, https://alterv.ru/upload/iblock/cb2/paztzdli2dijl6f8moqn8ga8tk5xln38/a00080_gayki_bez_otverstiya.png, https://alterv.ru/upload/iblock/108/e569lvzj50mgf4my8j8h9jgkk1vabsdj/a00080_gayki_s_otv.png, https://alterv.ru/upload/iblock/938/5b2f2ajznppidb8z8oxgeu2cbk6pbm80/a00080_gayki_snizu.png, https://alterv.ru/upload/iblock/70e/b0njw1ywh0nc2zwvgzqzig8obs093xbf/a00080_gayki_sboku.png;https://alterv.ru/upload/iblock/8a7/7g1f9479cw4ltl3ny3p0jort1rdsswup/a00080_gayki_kruglye_chertezh.png, https://alterv.ru/upload/iblock/db0/ues7p0gavddtbderfn91uhx700ocanl2/a00080_bez_otverstya_chertezh.png, https://alterv.ru/upload/iblock/189/fscdit9s80ibqiyyfw4ljhihrlf4p01m/a00080_s_otverstyem_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul>";A00080.1100;Без отверстия под штифт;Сталь;Черненная;M10;36;28;30;20;14;12;235;659,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_1.png"" style=""width: 835px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_2.png"" style=""width: 838px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul></span>"
A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/catalog/gayki_s_nakatkoy/a00080_gayki_kruglye_s_nakatkoy_din_6303/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Ручки зажимные и приборные > Гайки с накаткой > A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/upload/iblock/05d/aboccyj508mc0k9o1f8eowxps7i87j3e/a00080_gayki_kruglye.png, https://alterv.ru/upload/iblock/cb2/paztzdli2dijl6f8moqn8ga8tk5xln38/a00080_gayki_bez_otverstiya.png, https://alterv.ru/upload/iblock/108/e569lvzj50mgf4my8j8h9jgkk1vabsdj/a00080_gayki_s_otv.png, https://alterv.ru/upload/iblock/938/5b2f2ajznppidb8z8oxgeu2cbk6pbm80/a00080_gayki_snizu.png, https://alterv.ru/upload/iblock/70e/b0njw1ywh0nc2zwvgzqzig8obs093xbf/a00080_gayki_sboku.png;https://alterv.ru/upload/iblock/8a7/7g1f9479cw4ltl3ny3p0jort1rdsswup/a00080_gayki_kruglye_chertezh.png, https://alterv.ru/upload/iblock/db0/ues7p0gavddtbderfn91uhx700ocanl2/a00080_bez_otverstya_chertezh.png, https://alterv.ru/upload/iblock/189/fscdit9s80ibqiyyfw4ljhihrlf4p01m/a00080_s_otverstyem_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul>";A00080.1120;Без отверстия под штифт;Сталь;Черненная;M12;40;32;34;24;16;14;324;938,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_1.png"" style=""width: 835px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_2.png"" style=""width: 838px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul></span>"
A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/catalog/gayki_s_nakatkoy/a00080_gayki_kruglye_s_nakatkoy_din_6303/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Ручки зажимные и приборные > Гайки с накаткой > A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/upload/iblock/05d/aboccyj508mc0k9o1f8eowxps7i87j3e/a00080_gayki_kruglye.png, https://alterv.ru/upload/iblock/cb2/paztzdli2dijl6f8moqn8ga8tk5xln38/a00080_gayki_bez_otverstiya.png, https://alterv.ru/upload/iblock/108/e569lvzj50mgf4my8j8h9jgkk1vabsdj/a00080_gayki_s_otv.png, https://alterv.ru/upload/iblock/938/5b2f2ajznppidb8z8oxgeu2cbk6pbm80/a00080_gayki_snizu.png, https://alterv.ru/upload/iblock/70e/b0njw1ywh0nc2zwvgzqzig8obs093xbf/a00080_gayki_sboku.png;https://alterv.ru/upload/iblock/8a7/7g1f9479cw4ltl3ny3p0jort1rdsswup/a00080_gayki_kruglye_chertezh.png, https://alterv.ru/upload/iblock/db0/ues7p0gavddtbderfn91uhx700ocanl2/a00080_bez_otverstya_chertezh.png, https://alterv.ru/upload/iblock/189/fscdit9s80ibqiyyfw4ljhihrlf4p01m/a00080_s_otverstyem_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul>";A00080.2050;Без отверстия под штифт;Нержавеющая сталь;Без покрытия;M5;20;14;15;12;8;7;145;434,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_1.png"" style=""width: 835px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_2.png"" style=""width: 838px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul></span>"
A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/catalog/gayki_s_nakatkoy/a00080_gayki_kruglye_s_nakatkoy_din_6303/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Ручки зажимные и приборные > Гайки с накаткой > A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/upload/iblock/05d/aboccyj508mc0k9o1f8eowxps7i87j3e/a00080_gayki_kruglye.png, https://alterv.ru/upload/iblock/cb2/paztzdli2dijl6f8moqn8ga8tk5xln38/a00080_gayki_bez_otverstiya.png, https://alterv.ru/upload/iblock/108/e569lvzj50mgf4my8j8h9jgkk1vabsdj/a00080_gayki_s_otv.png, https://alterv.ru/upload/iblock/938/5b2f2ajznppidb8z8oxgeu2cbk6pbm80/a00080_gayki_snizu.png, https://alterv.ru/upload/iblock/70e/b0njw1ywh0nc2zwvgzqzig8obs093xbf/a00080_gayki_sboku.png;https://alterv.ru/upload/iblock/8a7/7g1f9479cw4ltl3ny3p0jort1rdsswup/a00080_gayki_kruglye_chertezh.png, https://alterv.ru/upload/iblock/db0/ues7p0gavddtbderfn91uhx700ocanl2/a00080_bez_otverstya_chertezh.png, https://alterv.ru/upload/iblock/189/fscdit9s80ibqiyyfw4ljhihrlf4p01m/a00080_s_otverstyem_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul>";A00080.2060;Без отверстия под штифт;Нержавеющая сталь;Без покрытия;M6;24;16;18;14;10;8;173;508,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_1.png"" style=""width: 835px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_2.png"" style=""width: 838px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul></span>"
A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/catalog/gayki_s_nakatkoy/a00080_gayki_kruglye_s_nakatkoy_din_6303/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Ручки зажимные и приборные > Гайки с накаткой > A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/upload/iblock/05d/aboccyj508mc0k9o1f8eowxps7i87j3e/a00080_gayki_kruglye.png, https://alterv.ru/upload/iblock/cb2/paztzdli2dijl6f8moqn8ga8tk5xln38/a00080_gayki_bez_otverstiya.png, https://alterv.ru/upload/iblock/108/e569lvzj50mgf4my8j8h9jgkk1vabsdj/a00080_gayki_s_otv.png, https://alterv.ru/upload/iblock/938/5b2f2ajznppidb8z8oxgeu2cbk6pbm80/a00080_gayki_snizu.png, https://alterv.ru/upload/iblock/70e/b0njw1ywh0nc2zwvgzqzig8obs093xbf/a00080_gayki_sboku.png;https://alterv.ru/upload/iblock/8a7/7g1f9479cw4ltl3ny3p0jort1rdsswup/a00080_gayki_kruglye_chertezh.png, https://alterv.ru/upload/iblock/db0/ues7p0gavddtbderfn91uhx700ocanl2/a00080_bez_otverstya_chertezh.png, https://alterv.ru/upload/iblock/189/fscdit9s80ibqiyyfw4ljhihrlf4p01m/a00080_s_otverstyem_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul>";A00080.2080;Без отверстия под штифт;Нержавеющая сталь;Без покрытия;M8;30;20;24;17;12;10;54;686,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_1.png"" style=""width: 835px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_2.png"" style=""width: 838px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul></span>"
A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/catalog/gayki_s_nakatkoy/a00080_gayki_kruglye_s_nakatkoy_din_6303/;Алтервиа (Россия);Главная > Каталог > Промышленная фурнитура > Ручки зажимные и приборные > Гайки с накаткой > A00080 Гайки круглые с накаткой DIN 6303;https://alterv.ru/upload/iblock/05d/aboccyj508mc0k9o1f8eowxps7i87j3e/a00080_gayki_kruglye.png, https://alterv.ru/upload/iblock/cb2/paztzdli2dijl6f8moqn8ga8tk5xln38/a00080_gayki_bez_otverstiya.png, https://alterv.ru/upload/iblock/108/e569lvzj50mgf4my8j8h9jgkk1vabsdj/a00080_gayki_s_otv.png, https://alterv.ru/upload/iblock/938/5b2f2ajznppidb8z8oxgeu2cbk6pbm80/a00080_gayki_snizu.png, https://alterv.ru/upload/iblock/70e/b0njw1ywh0nc2zwvgzqzig8obs093xbf/a00080_gayki_sboku.png;https://alterv.ru/upload/iblock/8a7/7g1f9479cw4ltl3ny3p0jort1rdsswup/a00080_gayki_kruglye_chertezh.png, https://alterv.ru/upload/iblock/db0/ues7p0gavddtbderfn91uhx700ocanl2/a00080_bez_otverstya_chertezh.png, https://alterv.ru/upload/iblock/189/fscdit9s80ibqiyyfw4ljhihrlf4p01m/a00080_s_otverstyem_chertezh.png;"<h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul>";A00080.2100;Без отверстия под штифт;Нержавеющая сталь;Без покрытия;M10;36;28;30;20;14;12;46;1048,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_1.png"" style=""width: 835px;""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/a00080_gayki_kruglye_s_nakatkoy_din_6303_table_2.png"" style=""width: 838px;""></p><span style=""font-family: 'Open Sans', sans-serif;""><h2><span style=""font-size: 13pt;"">Материалы и исполнение (на выбор):</span></h2>
<ul>
	<li>Из калиброванной конструкционной стали без отверстия под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
	<li>Из нержавеющей стали 12Х18Н10Т (аналог AISI 321) без отверстия под штифт и без покрытия.</li>
	<li>Из калиброванной конструкционной стали с отверстием под штифт черненные (хим. окс. прм ГОСТ 9.301-86).</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Данные гайки хорошо подходят для станков.</li>
</ul></span>"
