Категория;URL товара;Бренд;Путь;Фото основные;Фото дополнительные;Применение HTML;Номер заказа;Исполнение;Тип;Шаг, мм;Монтажное положение;Нулевая точка;Расположение рисок;B;H;L;Наличие, шт;Цена, руб. с НДС;D;D1;D2;H1;Чувствительность, угловые минуты;D3;D4;Форма;Мат. основы;L1;L2;Описание
K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/catalog/shkaly/k0757_shkaly_iz_alyuminiya/;Kipp;Главная > Каталог > Промышленная фурнитура > Шкалы и пузырьковые уровни > Шкалы > K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/upload/iblock/9d8/k0757_shkaly.jpg, https://alterv.ru/upload/iblock/094/k0757_shkaly2.png, https://alterv.ru/upload/iblock/fe8/k0757_shkaly3.jpg;https://alterv.ru/upload/iblock/604/Z21882_nn_ru_www.jpg, https://alterv.ru/upload/iblock/172/Z21882_nn_ru_MA.jpg, https://alterv.ru/upload/iblock/bee/k0757_noniusy_chertezh.jpg, https://alterv.ru/upload/iblock/b93/k0757_nulevye_otmetki_chertezh.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul>";K0757.000010X0250;Самоклеящееся;-;1;Горизонтальное;Слева;Снизу;15;2;250;Под заказ;4526,57;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_1.png"" style=""width: 1169px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_2.png"" style=""width: 838px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_3.png"" style=""width: 568px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul></span>"
K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/catalog/shkaly/k0757_shkaly_iz_alyuminiya/;Kipp;Главная > Каталог > Промышленная фурнитура > Шкалы и пузырьковые уровни > Шкалы > K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/upload/iblock/9d8/k0757_shkaly.jpg, https://alterv.ru/upload/iblock/094/k0757_shkaly2.png, https://alterv.ru/upload/iblock/fe8/k0757_shkaly3.jpg;https://alterv.ru/upload/iblock/604/Z21882_nn_ru_www.jpg, https://alterv.ru/upload/iblock/172/Z21882_nn_ru_MA.jpg, https://alterv.ru/upload/iblock/bee/k0757_noniusy_chertezh.jpg, https://alterv.ru/upload/iblock/b93/k0757_nulevye_otmetki_chertezh.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul>";K0757.000010X0500;Самоклеящееся;-;1;Горизонтальное;Слева;Снизу;15;2;500;6;6248,34;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_1.png"" style=""width: 1169px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_2.png"" style=""width: 838px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_3.png"" style=""width: 568px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul></span>"
K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/catalog/shkaly/k0757_shkaly_iz_alyuminiya/;Kipp;Главная > Каталог > Промышленная фурнитура > Шкалы и пузырьковые уровни > Шкалы > K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/upload/iblock/9d8/k0757_shkaly.jpg, https://alterv.ru/upload/iblock/094/k0757_shkaly2.png, https://alterv.ru/upload/iblock/fe8/k0757_shkaly3.jpg;https://alterv.ru/upload/iblock/604/Z21882_nn_ru_www.jpg, https://alterv.ru/upload/iblock/172/Z21882_nn_ru_MA.jpg, https://alterv.ru/upload/iblock/bee/k0757_noniusy_chertezh.jpg, https://alterv.ru/upload/iblock/b93/k0757_nulevye_otmetki_chertezh.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul>";K0757.000010X0750;Самоклеящееся;-;1;Горизонтальное;Слева;Снизу;15;2;750;Под заказ;9640,96;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_1.png"" style=""width: 1169px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_2.png"" style=""width: 838px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_3.png"" style=""width: 568px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul></span>"
K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/catalog/shkaly/k0757_shkaly_iz_alyuminiya/;Kipp;Главная > Каталог > Промышленная фурнитура > Шкалы и пузырьковые уровни > Шкалы > K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/upload/iblock/9d8/k0757_shkaly.jpg, https://alterv.ru/upload/iblock/094/k0757_shkaly2.png, https://alterv.ru/upload/iblock/fe8/k0757_shkaly3.jpg;https://alterv.ru/upload/iblock/604/Z21882_nn_ru_www.jpg, https://alterv.ru/upload/iblock/172/Z21882_nn_ru_MA.jpg, https://alterv.ru/upload/iblock/bee/k0757_noniusy_chertezh.jpg, https://alterv.ru/upload/iblock/b93/k0757_nulevye_otmetki_chertezh.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul>";K0757.000010X1000;Самоклеящееся;-;1;Горизонтальное;Слева;Снизу;15;2;1000;3;15468,13;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_1.png"" style=""width: 1169px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_2.png"" style=""width: 838px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_3.png"" style=""width: 568px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul></span>"
K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/catalog/shkaly/k0757_shkaly_iz_alyuminiya/;Kipp;Главная > Каталог > Промышленная фурнитура > Шкалы и пузырьковые уровни > Шкалы > K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/upload/iblock/9d8/k0757_shkaly.jpg, https://alterv.ru/upload/iblock/094/k0757_shkaly2.png, https://alterv.ru/upload/iblock/fe8/k0757_shkaly3.jpg;https://alterv.ru/upload/iblock/604/Z21882_nn_ru_www.jpg, https://alterv.ru/upload/iblock/172/Z21882_nn_ru_MA.jpg, https://alterv.ru/upload/iblock/bee/k0757_noniusy_chertezh.jpg, https://alterv.ru/upload/iblock/b93/k0757_nulevye_otmetki_chertezh.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul>";K0757.100010X0250;С крепежными отверстиями;С двумя отверстиями;1;Горизонтальное;Слева;Снизу;15;2;250;Под заказ;5109,76;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_1.png"" style=""width: 1169px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_2.png"" style=""width: 838px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_3.png"" style=""width: 568px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul></span>"
K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/catalog/shkaly/k0757_shkaly_iz_alyuminiya/;Kipp;Главная > Каталог > Промышленная фурнитура > Шкалы и пузырьковые уровни > Шкалы > K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/upload/iblock/9d8/k0757_shkaly.jpg, https://alterv.ru/upload/iblock/094/k0757_shkaly2.png, https://alterv.ru/upload/iblock/fe8/k0757_shkaly3.jpg;https://alterv.ru/upload/iblock/604/Z21882_nn_ru_www.jpg, https://alterv.ru/upload/iblock/172/Z21882_nn_ru_MA.jpg, https://alterv.ru/upload/iblock/bee/k0757_noniusy_chertezh.jpg, https://alterv.ru/upload/iblock/b93/k0757_nulevye_otmetki_chertezh.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul>";K0757.100010X0500;С крепежными отверстиями;С тремя отверстиями;1;Горизонтальное;Слева;Снизу;15;2;500;Под заказ;7164,78;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_1.png"" style=""width: 1169px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_2.png"" style=""width: 838px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_3.png"" style=""width: 568px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul></span>"
K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/catalog/shkaly/k0757_shkaly_iz_alyuminiya/;Kipp;Главная > Каталог > Промышленная фурнитура > Шкалы и пузырьковые уровни > Шкалы > K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/upload/iblock/9d8/k0757_shkaly.jpg, https://alterv.ru/upload/iblock/094/k0757_shkaly2.png, https://alterv.ru/upload/iblock/fe8/k0757_shkaly3.jpg;https://alterv.ru/upload/iblock/604/Z21882_nn_ru_www.jpg, https://alterv.ru/upload/iblock/172/Z21882_nn_ru_MA.jpg, https://alterv.ru/upload/iblock/bee/k0757_noniusy_chertezh.jpg, https://alterv.ru/upload/iblock/b93/k0757_nulevye_otmetki_chertezh.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul>";K0757.100010X0750;С крепежными отверстиями;С четырьмя отверстиями;1;Горизонтальное;Слева;Снизу;15;2;750;Под заказ;10830,46;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_1.png"" style=""width: 1169px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_2.png"" style=""width: 838px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_3.png"" style=""width: 568px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul></span>"
K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/catalog/shkaly/k0757_shkaly_iz_alyuminiya/;Kipp;Главная > Каталог > Промышленная фурнитура > Шкалы и пузырьковые уровни > Шкалы > K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/upload/iblock/9d8/k0757_shkaly.jpg, https://alterv.ru/upload/iblock/094/k0757_shkaly2.png, https://alterv.ru/upload/iblock/fe8/k0757_shkaly3.jpg;https://alterv.ru/upload/iblock/604/Z21882_nn_ru_www.jpg, https://alterv.ru/upload/iblock/172/Z21882_nn_ru_MA.jpg, https://alterv.ru/upload/iblock/bee/k0757_noniusy_chertezh.jpg, https://alterv.ru/upload/iblock/b93/k0757_nulevye_otmetki_chertezh.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul>";K0757.100010X1000;С крепежными отверстиями;С пятью отверстиями;1;Горизонтальное;Слева;Снизу;15;2;1000;Под заказ;16953,84;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_1.png"" style=""width: 1169px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_2.png"" style=""width: 838px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_3.png"" style=""width: 568px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul></span>"
K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/catalog/shkaly/k0757_shkaly_iz_alyuminiya/;Kipp;Главная > Каталог > Промышленная фурнитура > Шкалы и пузырьковые уровни > Шкалы > K0757 Шкалы, нониусы и нулевые отметки из алюминия;https://alterv.ru/upload/iblock/9d8/k0757_shkaly.jpg, https://alterv.ru/upload/iblock/094/k0757_shkaly2.png, https://alterv.ru/upload/iblock/fe8/k0757_shkaly3.jpg;https://alterv.ru/upload/iblock/604/Z21882_nn_ru_www.jpg, https://alterv.ru/upload/iblock/172/Z21882_nn_ru_MA.jpg, https://alterv.ru/upload/iblock/bee/k0757_noniusy_chertezh.jpg, https://alterv.ru/upload/iblock/b93/k0757_nulevye_otmetki_chertezh.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul>";K0757.010010X0250;Самоклеящееся;-;1;Вертикальное;Сверху;Слева;15;2;250;Под заказ;4526,57;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_1.png"" style=""width: 1169px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_2.png"" style=""width: 838px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0757_shkaly_noniusy_i_nulevye_otmetki_iz_alyuminiya_table_3.png"" style=""width: 568px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Алюминий.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Твердые шкалы с поперечным сечением 15x2 мм.</li>
	<li>Анодированные черного цвета.</li>
	<li>Деления шкалы нанесены лазером.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указание по применению:</span></h2>
<ul>
	<li>Благодаря черной анодированной поверхности с контрастной шкалой отсутствуют блики.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">По запросу:</span></h2>
<ul>
	<li>Нулевая точка справа/внизу или по центру.</li>
	<li>Шкала сверху/справа или с обеих сторон.</li>
	<li>Другие варианты длины.</li>
</ul></span>"
